loan_word,original_word,generated_context,reference_sentence,translated_sentence,reference_word,label,bleu_score,meteor_score,false_loanword_model,false_loanword,sim_eng_ger,similarity_word_eng_ger,fl_ger
Lossing,Lossing,"Der Künstler verlor das Original seiner berühmten Gemälde, weil er es im Auto vergessen hatte während einer Reise nach Italien.",The artist lost the original of his famous paintings because he had forgotten it in the car during a trip to Italy.,The artist lost his original masterpiece because he forgot it in the car during a trip to Italy.,Lossing,loan,0.4939278443308596,0.7212094907407407,['it'],false,,"[[0, 0]]",[]
Appelhans,Appelhans,"Der kleine Apfelhändler stand vor dem großen Laden und fragte den Kunden, ob er einen Apfelhändler wie den Appelhans finden wollte.",The little apple dealer stood in front of the big shop and asked the customer if he wanted to find an apple dealer like the Appelhans.,The little apple merchant stood before the large store and asked the customer if he wanted an apple merchant like the Apple Hans.,Appelhans,loan,0.3138578296283822,0.6270111615257227,"['store', 'an']",Hans,"[0.27689075, 0.7479018]","[[0.29694426, 0.70661604], [0.2528364, 0.6012025]]","['store', 'an']"
Weygandt,Weygandt,Der Weygandt von der Bahn fuhr heute zum Bahnhof.,The Weygandt from the train went to the station today.,The train driver from the railway ran today to the station.,Weygandt,loan,0.1836028134946796,0.5060506050605059,['train'],false,,"[[0.24705803, 0.76912975]]",['train']
Hinnenkamp,Hinnenkamp,"Der Hinnenkamp war ein wichtiger Ort für die lokale Gemeinde, wo sie ihre traditionellen Feste feierten.",The Hinnenkamp was an important place for the local community where they celebrated their traditional festivals.,The Hinnenkamp was an important place for the local community where they celebrated their traditional festivals.,Hinnenkamp,loan,1.0000000000000004,0.9998779296875,"['hinnenkamp', 'an']",The,"[0.36206147, 0.55980814]","[[0.81017756, 0.81017756], [0.23918131, 0.61003625]]",['an']
Sydow,Sydow,"Der Arzt erklärte, dass der Patient mit einer Krebserkrankung zu kämpfen hatte und Sydow eine wichtige Rolle bei der Behandlung gesagt hatte.",The doctor explained that the patient had to struggle with cancer and Sydow had said an important role in the treatment.,The doctor explained that the patient had a cancer diagnosis and Sydow had said something important about treatment.,Sydow,loan,0.4162155104969567,0.6132307995662032,"['doctor', 'diagnosis']",Sydow,"[0.7867415, 0.7867415]","[[0.39310655, 0.7320996], [0.34935573, 0.6317954]]","['doctor', 'diagnosis']"
hochwohlgeboren,hochwohlgeboren,"Der junge Künstler wurde hochwohlgeboren, weil er ständig neue Ideen entwickelte und seine Kunst mit anderen Menschen teilen wollte.",The young artist was born very well because he constantly developed new ideas and wanted to share his art with other people.,The young artist was born with high esteem because he constantly developed new ideas and shared his art with others.,Very well-begotten,loan,0.4712414881448741,0.7315259461009175,[],false,,[],[]
Weltbild,Weltbild,Die Weltbildschirmen der Fernsehserien zeigten die Welt in einer sehr realistischen und detailgetreuen Weise.,The world screens of the television series showed the world in a very realistic and detailed way.,The world screens of television series showed the world in a very realistic and detailed way.,World view,loan,0.842801443078418,0.9436251849112426,['series'],false,,"[[0.28771836, 0.71895796]]",['series']
Deiss,Deiss,"Der Hund rannte durch den Wald, um nach dem kleinen Hund mit dem langen Fell zu suchen, der Deiss war.",The dog ran through the forest to look for the little dog with the long fur that was Deiss.,The dog ran through the woods in search of the little dog with long hair who was named Deiss.,Deiss,loan,0.3403336518440548,0.6025778732545649,[],Deiss,"[0.6833863, 0.6833863]",[],[]
Heuring,Heuring,Der Heuring-Schreinmacher bot mir bei der Reparatur meines Autos eine sehr hilfreiche Beratung.,The Heuring-Schreinmacher offered me a very helpful advice when repairing my car.,The Heuring-Schreinmacher helped me with my car's repairs.,Heuring,loan,0.0768784799620694,0.3206896551724139,"[""car's""]",false loanword,"[0, 0]","[[0.26929522, 0.55584294]]","[""car's""]"
Botz,Botz,Der Botz im Garten war ein bisschen zu groß für die Mutter.,The Botz in the garden was a little too big for the mother.,The botz is a colloquial term for a goose.,Botz,loan,0.0397781496655946,0.1587301587301587,"['botz', 'colloquial']",The,"[0.30595553, 0.44285405]","[[0.6857435, 0.6857435], [0.033395257, 0.5629987]]",['colloquial']
Zanger,Zanger,"Der Zänger sang ""Ein Hörnchen geht über den Dachstuhl"" auf dem kleinen Festplatz.","The Zänger sang ""Ein Hörnchen geht über den Dachstuhl"" on the small festival square.","Der Sänger sang ""A Little Bird Goes Over the Roof"" on the small festival stage.",Narrows,loan,0.2390945316135501,0.3989361702127659,"['sänger', 'festival']",Der,"[0, 0]","[[0, 0], [0, 0]]",[]
alkane,Alkan,"Der Alkan aus dem Wald kam ins Haus, um ein Kaffee zu trinken.",The Alkan from the forest came into the house to have a coffee.,The Alaskan from the forest came into the house to drink coffee.,Alkan,loan,0.579915067709191,0.7647286821705428,['house'],false,,"[[0.20478608, 0.47456223]]",['house']
Dehler,Dehler,Der Dehler führte den Kurs durch die engen Straßen von Hamburg.,The Dehler took the course through the narrow streets of Hamburg.,The Dehler led the way through the narrow streets of Hamburg.,Dehler,loan,0.5859059370151705,0.8030303030303031,['dehler'],false loanword,"[0, 0]","[[0.792824, 0.792824]]",[]
einkorn wheat,Einkorn,Meine Mutter hat Einkorn für den Brotbacken gekauft.,My mother bought one grain for the bread baking.,My mother bought flour for the bread oven.,Monograin,loan,0.2775806054476852,0.66167290886392,['bread'],false,,"[[0.30828136, 0.70875055]]",['bread']
Bittenbinder,Bittenbinder,"Der Bittenbinder hält die Briefe auf, bevor sie verschwinden.",The petitioner stops the letters before they disappear.,The Bittenbinder holds the letters before they disappear.,Binders,loan,0.6104735835807847,0.7361111111111112,[],The,"[0.33222908, 0.43248567]",[],[]
Lemberg,Lemberg,Der historische Ort Lemberg ist bekannt für seine reiche Kultur und seine beeindruckenden barocken Gebäude.,The historic town of Lviv is known for its rich culture and impressive baroque buildings.,The historic town of Lviv is known for its rich culture and impressive baroque buildings.,Lviv,loan,1.0000000000000004,0.999851851851852,"['town', 'rich']",false,,"[[0.40265155, 0.693472], [0.3604868, 0.7058775]]","['town', 'rich']"
mispickel,Mispickel,"Der Arzt untersuchte den Patienten und sagte: ""Er hat Mispickel, weil er zu viel Sonnenlicht ausgesetzt hat.""","The doctor examined the patient and said, ""He has mispimples because he has exposed too much sunlight.""","The doctor examined the patient and said, ""He has sunburn, because he has been too much in the sun.""",Mispickle,loan,0.5302459604351235,0.7819174181300427,['doctor'],sunburn,"[0.43725693, 0.72954917]","[[0.22939408, 0.58256805]]",['doctor']
Redlinger,Redlinger,Der Redlinger führte den Ball in das Tor.,The Redlinger led the ball into the goal.,The Redlinger carried the ball into the goal.,Redlinger,loan,0.6606328636027612,0.864795918367347,['ball'],false loanword,"[0, 0]","[[0.42602912, 0.8032986]]",['ball']
volkslied,Volkslied,Der Volkslied von Deutschland singt die Geschichte unseres Vaterlandes.,The folk song of Germany sings the history of our country.,The Volkslied of Germany sings the story of our fatherland.,Folk Song,loan,0.2737678098181288,0.616925669350309,"['germany', 'sings']",false,,"[[0.5715389, 0.7263658], [0.58806133, 0.7125018]]","['germany', 'sings']"
Bussing,Büssing,Der Büssing-Flugzeugtyp wurde ursprünglich von der Firma Fokker entwickelt.,The Büssing aircraft type was originally developed by Fokker.,The Büssing-Flugzeugtyp was originally developed by the Fokker firm.,Buzzing,loan,0.3021375397356767,0.5377777777777778,['fokker'],Büssing,"[0.86044186, 0.86044186]","[[0.48751915, 0.7613026]]",['fokker']
Kneer,Kneer,"Der Kneer fiel auf den Boden und versuchte, ihn zu verstecken.",The Kneer fell to the ground and tried to hide him.,"Der Kneer fell auf den Boden und versuchte, ihn zu verstecken.",Kneer,loan,0.0683720333911628,0.1704545454545454,"['kneer', 'boden']",Der,"[0.52804583, 0.60682297]","[[0.8078692, 0.8078692], [0.51700974, 0.6933353]]",['boden']
plunder,plündern,"Wir plündern die Wälder, um Holz für den Winter zu finden.",We raid the woods to find wood for the winter.,We are cutting down trees to find wood for winter.,looting,loan,0.2899784414715207,0.5625,[],false,,[],[]
Raffel,Raffel,"Der kleine Raffel im Zoo war sehr aufgeregt, als er die Katze sah.",The little raffle in the zoo was very excited when he saw the cat.,The little merry-go-round in the zoo was very excited as he saw the cat.,Raffel,loan,0.6104735835807847,0.8504464285714286,['zoo'],false,,"[[0.3756645, 0.68025017]]",['zoo']
Picker,Picker,Der kleine Jäger suchte nach einem perfekten Pickertopf für seine frischen Eier.,The little hunter was looking for a perfect picker pot for his fresh eggs.,The little hunter searched for a perfect egg cooker for his fresh eggs.,Picker,loan,0.4073224091836952,0.7833402699328141,"['hunter', 'cooker']",The,"[0.1897288, 0.5220213]","[[0.29036427, 0.5333592], [0.35482025, 0.49913886]]","['hunter', 'cooker']"
Manthe,Manthe,"Der Arzt sagte zu mir, dass ich eine Infektion habe und manthe ist die beste Möglichkeit, um sie zu behandeln.",The doctor told me that I have an infection and manthe is the best way to treat it.,The doctor said to me that I have an infection and the best way to treat it is to take antibiotics.,Manthe,loan,0.5201592023534242,0.7934426229508196,"['doctor', 'an', 'treat', 'it']",false,,"[[0.37032917, 0.68850327], [0.3598702, 0.6177261], [0.24733955, 0.55691266], [0.262492, 0.6259921]]","['doctor', 'an', 'treat', 'it']"
Nesler,Nesler,"Der Arzt sagte: ""Es tut mir leid, aber ich habe keine Informationen über Herrn Nesler.""","The doctor said, ""I'm sorry, but I have no information about Mr. Nesler.""","""Der Arzt said: 'It is sorry, but I have no information about Mr. Nesler.'""",Nesler,loan,0.5670387836881329,0.610090648854962,[],Nesler,"[0.72432137, 0.72432137]",[],[]
Baumann,Baumann,"Der kleine Mann, der unter dem Baum wohnte, war ein bekannter Baumann in der Gemeinde.",The little man who lived under the tree was a well-known builder in the community.,The little man who lived under the tree was a well-known builder in the community.,Baumann,loan,1.0000000000000004,0.999851851851852,[],false loanword,"[0, 0]",[],[]
Boell,Bøll,Der kleine Hund ran schnell um den Böll herum.,The little dog quickly ran around the bull.,The little dog ran quickly around the ball.,Bøll,loan,0.2509862124397897,0.7933673469387754,[],false,,[],[]
Capito,Capito,Der Kapitän des Fußballs war sehr stolz auf seine deutsche Nationalmannschaft.,The captain of football was very proud of his German national team.,The captain of the football team was very proud of his German national team.,Capito,loan,0.6606328636027619,0.9653916211293262,"['captain', 'football', 'national']",false,,"[[0, 0], [0, 0], [0, 0]]",[]
Mechler,machbar,"Der Fahrradmacher ist machbar für den nächsten Tag, wenn er die Reparatur abgeschlossen hat.",The bikemaker is feasible for the next day when he completes the repair.,"The Fahrradmacher is machbar for the next day, when he has completed the repair.",Doable,hard_negative,0.2594750714074575,0.7156488549618321,['machbar'],Fahrradmacher,"[0.39505863, 0.540856]","[[0.66157895, 0.66157895]]",[]
methyl,Methyl,Der Chemiker studierte die Eigenschaften von Methylamiden.,The chemist studied the properties of methylamides.,The chemist studied the properties of methylamines.,Methyl,loan,0.7071067811865478,0.8551587301587302,"['chemist', 'methylamines.']",Methylamines,"[0.75635374, 0.74455196]","[[0.49905393, 0.7712972], [0.72296405, 0.7095896]]",['chemist']
Holste,Holste,Der Holste-Schiff fuhr durch die Nordsee.,The Holste ship sailed through the North Sea.,The ship of the Holy Roman Empire sailed through the North Sea.,Holster,loan,0.4089601472043678,0.8005344995140914,[],false,,[],[]
geotectonics,Geotektonik,Der Geoteknikleinrichtung bei der Universität studierte die Veränderungen im Boden unter den Klimawandel.,The geotecnic institution at the university studied the changes in the soil under climate change.,The Geotechnical engineering department at the university studied the changes in the soil under the climate change.,Geotectonics,loan,0.6028817681965138,0.7133681096231703,"['department', 'climate']",false,,"[[0.27146816, 0.78355986], [0.31760597, 0.7308055]]","['department', 'climate']"
Gassenheimer,Gassenheimer,Der Gassenheimer Kaffeehaus war ein beliebter Treffpunkt für die jungen Leute in der Altstadt.,The Gassenheimer Kaffeehaus was a popular meeting place for the young people in the old town.,The Gassenheimer Kaffeehaus was a popular meeting place for young people in the old town.,Gassenheimer,loan,0.8320381765431426,0.939622641509434,"['gassenheimer', 'kaffeehaus']",false,,"[[0.8005267, 0.8005267], [0.4742676, 0.58769953]]",['kaffeehaus']
Schmaltz,Schmaltz,Der Koch verwendet Schmaltz als Füllung für die Kuchen.,The cook uses Schmaltz as a filling for the cakes.,The cook uses butter as a filling for cakes.,Schmaltz,loan,0.3831260405050857,0.7575757575757577,"['cook', 'butter']",false,,"[[0.40477973, 0.7800989], [0.34640536, 0.7613757]]","['cook', 'butter']"
Mende,Mende,Der kleine Hund ran schnell um die Mende herum.,The little dog quickly ran around the Mende.,The little dog ran quickly around the corner.,Mende,loan,0.2509862124397897,0.7933673469387754,[],false,,[],[]
Huebsch,harsch,"Der Harsch von der Kuh war so hart, dass sie nicht mehr trinken konnte.",The hare from the cow was so hard that she couldn't drink any more.,The Harse from the Cow was so hard that she could not drink anymore.,Harsh,hard_negative,0.3093458829431371,0.7046428571428572,[],false loanword,"[0, 0]",[],[]
Wormuth,Wormuth,"Der Wirtschaftsminister, Herr Wormuth, sagte heute bei der Pressekonferenz, dass die Regierung weitere Maßnahmen zur Bekämpfung des Klimawandels einleiten werde.","The Minister for Economic Affairs, Mr Wormuth, said at the press conference today that the government would take further action to combat climate change.","Der Wirtschaftsminister, Herr Wormuth, sagte heute bei der Pressekonferenz, dass die Regierung weitere Maßnahmen zur Bekämpfung des Klimawandels einleiten wird.",Wormuth,loan,0.0330225363969757,0.0211864406779661,['regierung'],Wormuth,"[0.99770594, 0.99770594]","[[0.33311772, 0.7775843]]",['regierung']
Ziller,Ziller,Der kleine Jäger jagte den Ziller am Fluss.,The little hunter chased the Ziller by the river.,The small hunter hunted the fish on the river.,Ziller,loan,0.1857505799913359,0.4133333333333333,['hunter'],false,,"[[0.2435028, 0.66939235]]",['hunter']
Graubünden,Graubünden,"Der Tourist fand sich in Graubünden auf, wo die malerischen Dörfer und Berge ihn zum Stillen und Entspannen brachten.","The tourist found himself in Graubünden, where the picturesque villages and mountains made him quiet and relax.",The tourist found himself in Graubünden where the picturesque villages and mountains brought him peace and relaxation.,Graubünden,loan,0.5293250970845791,0.7535676992690568,['graubünden'],false,,"[[0.72225344, 0.72225344]]",[]
Ramthun,Ramthun,"Der Tourist fand sich auf der Ramthuner Hütte versteckt, um den berühmten Wanderweg zu genießen.",The tourist found himself hidden on the Ramthuner hut to enjoy the famous hiking trail.,"The tourist found himself hidden on the Ramthuner Hutte, in order to enjoy the famous hiking trail.",Ramthun,loan,0.6749454888262711,0.9197099892588614,[],Ramthuner,"[0.7735978, 0.54523426]",[],[]
Hans,Hans,Hans saß am Fenster und beobachtete die Sonne auf dem Asphalt.,Hans sat by the window and watched the sun on the asphalt.,Hans sat at the window and watched the sun on the asphalt.,Hans,loan,0.791066507175436,0.9139118457300276,"['hans', 'sat']",false,,"[[0.56583965, 0.56583965], [0.3493917, 0.415475]]",['sat']
Abitur,Abitur,Der Student beendete seine Ausbildung mit dem Abitur und begann seine berufliche Karriere.,The student finished his education with the Abitur and began his professional career.,Der Student beendete seine Ausbildung mit dem Abitur und begann seine berufliche Karriere.,Secondary school leaving certificate,loan,0.0337715641433785,0.0769230769230769,[],Der,"[0.49138469, 0.8798932]",[],[]
Guenther,Guenther,"Der Fußballtrainer Guenther hat eine neue Trainingsstruktur entwickelt, um die Spieler besser zu trainieren.",Football coach Guenther has developed a new training structure to better train the players.,"Der Fußballtrainer Guenther hat eine neue Trainingsstruktur entwickelt, um die Spieler besser zu trainieren.",Guenther,loan,0.0290831771057375,0.0357142857142857,['fußballtrainer'],Der,"[0.51869905, 0.70229053]","[[0.52536094, 0.6949035]]",['fußballtrainer']
Stoffregen,Stoffregen,"Die Frau trug eine dunkle, nasse Stoffregenjacke zum Kaffeehaus.","The woman wore a dark, wet cloth rain jacket to the coffee house.",The woman wore a dark and wet raincoat to the coffee house.,Substance rain,loan,0.5078431769269645,0.6847545219638242,['raincoat'],false,,"[[0.2453989, 0.51054305]]",['raincoat']
Baaden,Baaden,"Der Tourist fand sich in der kleinen Baaden am Rhein auf, wo er ein leckeres Schnitzel bei einem kleinen Restaurant bestellte.","The tourist found himself in the small Baaden on the Rhine, where he ordered a delicious schnitzel at a small restaurant.","The tourist found himself in the small town of Baden on the Rhine, where he ordered a delicious schnitzel at a small restaurant.",Baaden,loan,0.8037775080641402,0.9429245283018868,"['town', 'baden', 'restaurant.']",Baden,"[0.360601, 0.633791]","[[0.24446428, 0.6342751], [0.360601, 0.633791], [0.16122922, 0.6696996]]","['town', 'baden', 'restaurant.']"
Rietz,Rietz,"Der Architekt studierte die Pläne des Rietz-Wohnhauses, ein Beispiel für modernen Bau in Düsseldorf.","The architect studied the plans of the Rietz-Wohnhaus, an example of modern construction in Düsseldorf.","The architect studied the plans of the Rietz House, an example of modern building in Düsseldorf.",Retz,loan,0.603161203621801,0.9258007838897148,"['architect', 'plans', 'rietz', 'an']",false,,"[[0.19736652, 0.6877233], [0.20329583, 0.7172803], [0.71050787, 0.71050787], [0.09104605, 0.71367216]]","['architect', 'plans', 'an']"
Hantz,sonst,"Ich denke, ich werde heute zum Kino gehen und dann essen.",I think I'm going to the movies today and then I'm going to eat.,I think I will go to the cinema today and then eat.,other,hard_negative,0.1631555204594334,0.5555555555555556,['cinema'],false,,"[[0, 0]]",[]
Kloetzer,Klötzer,"Der Klötzer aus der Nähe des Waldes war ein ruhiger Ort, um sich zu entspannen und die Natur zu genießen.",The Klötzer from the vicinity of the forest was a quiet place to relax and enjoy nature.,The Klötzer is a farmer from near the forest was a peaceful place to relax and enjoy nature.,Blocks,loan,0.4790714250659132,0.738606872210111,[],The,"[0.34034106, 0.5592115]",[],[]
Christkindl,Christkindl,"Der Christkindlmarkt war ein beliebter Ort, um die traditionellen Weihnachtsmärkte in der Stadt zu besuchen.",The Christmas market was a popular place to visit the traditional Christmas markets in the city.,The Christkindlmarkt was a popular place to visit traditional Christmas markets in the city.,Child of Christ,loan,0.6456147046129793,0.8177290090629916,['christkindlmarkt'],false,,"[[0.7737802, 0.709895]]",[]
Rolfs,Rolfs,"Der kleine Hund rannte durch den Wald, um nach dem kleinen Hund von Rolfs zu suchen.",The little dog ran through the forest to look for the little dog of Rolfs.,"Der kleine Hund rannte durch den Wald, um nach dem kleinen Hund von Rolfs zu suchen.",Rolfs,loan,0.0255404966647159,0.0,"['rannte', 'rolfs']",Der,"[0.29906794, 0.8147204]","[[0.35063487, 0.84705925], [1.0, 1.0]]",['rannte']
gegenion,gegen,"Ich werde gegen die Stimmung meiner Freunde sprechen, wenn sie mich belästigen.",I will speak against the mood of my friends when they bother me.,I kann diese Anfrage nicht erfüllen.,against,loan,0.0287308319561843,0.040650406504065,[],I Kann,"[0.2709757, 0.48465413]",[],[]
Kreiter,Kreiter,Der kleine Kreiter im Wald fand sich plötzlich mit einem alten Schatz verabredet.,The little rider in the forest suddenly found himself dating an old treasure.,The little knight in the woods found himself suddenly engaged with an old treasure.,Kreiter,loan,0.2519460242629816,0.8002649675099361,['an'],false,,"[[0.30665797, 0.6186842]]",['an']
presbytinnitus,Presbytinnitus,"Der Arzt erklärte, dass der Patient mit Presbytinnitus und Alzheimer-Krankheit zu kämpfen hatte.",The doctor explained that the patient had to struggle with presbytinnitus and Alzheimer's disease.,The doctor explained that the patient was suffering from presbyticus and Alzheimer's disease.,Presbytinnitus,loan,0.495043021737605,0.6439293010036415,"['doctor', 'presbyticus']",presbyticus,"[0.71764135, 0.8478521]","[[0.3972581, 0.8140904], [0.71764135, 0.8478521]]","['doctor', 'presbyticus']"
Doren,Dören,"Der kleine Hund ran durch den Wald, um nach einem kleinen Dören zu suchen.",The little dog ran through the forest to look for a little villager.,The little dog ran through the forest in search of a small hole.,Dören,loan,0.460462862587273,0.6329534662867996,[],false,,[],[]
Lender,Lender,Der Bankier war ein großer Lender für die kleinen Geschäfte.,The banker was a big lender for the small shops.,The banker was a large lender for small businesses.,Lender,loan,0.3037441422076455,0.6411049268192124,['banker'],false,,"[[0.47372577, 0.6211717]]",['banker']
Leonore,Leonore,"Mein Vater hat Leonore für das Fest mitgebracht, um sie zu begrüßen.",My father brought Leonore for the party to greet her.,My father brought Leonore to the party to greet her.,Leonore,loan,0.7016879391277372,0.8950617283950617,"['leonore', 'greet']",false,,"[[0.694579, 0.694579], [0.33107024, 0.64087164]]",['greet']
Lippy,Lippe,"Der Tourist fand sich auf der Lippe wieder, wo er den berühmten Königlich-Lippischen Schloss besuchte.","The tourist found himself on the lip, where he visited the famous Royal-Lippian castle.",The tourist found himself on the Lippe where he visited the famous Konigsberg Palace.,Lip,loan,0.545235357450825,0.7833530106257379,"['lippe', 'konigsberg']",Lippe,"[0.634096, 0.634096]","[[0.634096, 0.634096], [0.339396, 0.6442807]]",['konigsberg']
Harz,Harz,Der Berggipfel des Harzes lag im Schatten der Bäume.,The peak of the Harz was in the shade of the trees.,The mountain peak of Harz lay in the shadow of trees.,Resin,loan,0.119446417118608,0.5783794999481273,"['mountain', 'peak', 'harz']",false,,"[[0.39668655, 0.48608202], [0.34368718, 0.4676598], [0.5908352, 0.5908352]]","['mountain', 'peak']"
Habig,Habig,"Der Habig von der Kirche war sehr stolz, als er die neue Orgel für das Konzert antrug.",The habig from the church was very proud when he applied for the new organ for the concert.,The Habig from the church was very proud when he asked for the new organ for the concert.,Habit,loan,0.7443733193120506,0.943675509419454,"['church', 'organ']",The,"[0.40763414, 0.52838147]","[[0.42851245, 0.5984756], [0.3354091, 0.5591236]]","['church', 'organ']"
Osterkamp,Osterkamp,Der Osterkamp in der Nähe von Hamburg war bekannt für seine leckeren Osterbrötchen.,The Osterkamp near Hamburg was known for its delicious Easter rolls.,The Osterkamp in the near-by of Hamburg was known for its delicious Easter breads.,Osterkamp,loan,0.4546697236991713,0.7817109144542774,['hamburg'],Osterkamp,"[0.77464867, 0.77464867]","[[0.43804383, 0.6354443]]",['hamburg']
Homeyer,Humpen,"Der Hund humpen auf dem Rasen, während er ein Käsebrot isst.",The dog humps on the lawn while he eats a cheese bread.,The dog hops on the lawn while eating a cheese bread.,Humps,hard_negative,0.4286982293646293,0.8289915966386556,"['hops', 'cheese']",false loanword,"[0, 0]","[[0.3446579, 0.6367775], [0.20881361, 0.5733705]]","['hops', 'cheese']"
Liechtensteiner,Liechtensteiner,"Der Liechtensteiner Schatz, ein legendäres Goldmünzstück aus dem 16. Jahrhundert, wurde in der Schatzkammer des Schlosses am Rande von Vaduz aufbewahrt.","Liechtenstein's treasure, a legendary 16th-century gold coin, was kept in the treasury of the castle on the edge of Vaduz.","The Liechtenstein Treasure, a legendary gold coin from the 16th century, was stored in the treasure chamber of the castle near Vaduz.",Liechtensteiner,loan,0.1432936847651487,0.422167216721672,"['liechtenstein', 'gold', 'coin', 'castle']",Liechtenstein,"[0.6962991, 0.7825577]","[[0.6962991, 0.7825577], [0.38761923, 0.7563216], [0.36943716, 0.7431574], [0.4112983, 0.76561034]]","['liechtenstein', 'gold', 'coin', 'castle']"
phasin,Phasin,"Der Arzt untersuchte den Patienten sorgfältig, um sicherzustellen, dass er nicht an Phasin leidete.",The doctor carefully examined the patient to ensure that he did not suffer from phasin.,The doctor examined the patient carefully to ensure he did not have phasen disorder.,Phasin,loan,0.2025555677565483,0.7762397464578674,['doctor'],Phasen,"[0.39789325, 0.7522798]","[[0.25832126, 0.69554394]]",['doctor']
Gemütlichkeit,Gemütlichkeit,Wir feiern das Weihnachtsfest mit Gemütlichkeit im herkömmlichen Café.,We celebrate Christmas with cosiness in the traditional café.,We celebrate Christmas with warmth in the traditional café.,Cozyness,loan,0.6580370064762461,0.8819444444444444,['café.'],false,,"[[0.28170377, 0.5762799]]",['café.']
Dircks,Dircks,"Ich habe heute Morgen ein Buch von Dircks auf dem Tisch gelassen, während ich auf die Uhr warte.",I left a book of Dircks on the table this morning while I'm waiting for the clock.,I have today morning a book from Dirk on the table left there while I wait for the clock.,Dircks,loan,0.211800854823571,0.6968143663134718,"['book', 'dirk']",I,"[0.2214913, 0.61050344]","[[0.22086023, 0.53205734], [0.38723275, 0.6173544]]","['book', 'dirk']"
aurochs,Aurochs,"Der Historiker studierte die Beziehung zwischen den Menschen und dem Aurochs, der ursprünglich in Deutschland lebte.","The historian studied the relationship between the people and the Aurochs, who originally lived in Germany.","The historian studied the relationship between humans and the auroch, which originally lived in Germany.",Aurochs,loan,0.5102761099828096,0.7075471698113208,['historian'],auroch,"[0.7882654, 0.78980243]","[[0.41573906, 0.7926122]]",['historian']
Teitel,Teitel,"Der Bürgermeister gab bekannt, dass der neue Rathaus in Teitelort gebaut werden soll.",The mayor announced that the new town hall will be built in Teitelort.,The new town hall is being built in Teitelort.,Tables,loan,0.2633115348751055,0.6299603174603176,['town'],Teitelort,"[0.6158286, 0.58317816]","[[0.3199235, 0.5782411]]",['town']
Neiger,Neiger,Der Hund lauert einen Neiger am Fenster aus.,The dog lurks a tilt at the window.,The dog is watching a snowman at the window.,Neighbors,loan,0.3246679154750989,0.6944444444444445,['snowman'],false,,"[[0.32978356, 0.53191817]]",['snowman']
Bucher,Bucher,"Der Bucher im Büro stand auf und sagte: ""Ich muss mich jetzt um die Arbeit kümmern.""","The booker in the office got up and said, ""I have to take care of the work now.""","Der Bucher im Büro stand auf und sagte: ""I must now take care of my work.""",Bookers,loan,0.1009281754581718,0.2106741573033707,"['bucher', 'im']",Der,"[0.4009604, 0.5431094]","[[0.94057405, 0.94057405], [0.42806613, 0.6407324]]",['im']
Ulmer,Ulmer,"Der Ulmer Hof bot eine kleine Auswahl an frischen Speisen, einschließlich einer leckeren Apfelstrudel.","The Ulmer Hof offered a small selection of fresh dishes, including a delicious apple strudel.","The Ulmer Hof offered a small selection of fresh foods, including a delicious apple strudel.",Ulmer,loan,0.8282477531331043,0.9319727891156462,['ulmer'],apple,"[0.1440606, 0.68041945]","[[0.7654569, 0.7654569]]",[]
Weiand,Weiand,Der Weiand saß am Tisch und beobachtete den Anwesenden mit einem ernsten Gesichtsausdruck.,The Weiand sat at the table and watched the present with a serious facial expression.,The speaker sat at the table and observed the guests with a serious expression.,Weiand,loan,0.3540408538937598,0.703588662710078,['sat'],false,,"[[0.26078582, 0.53879493]]",['sat']
ersatz,Ersatz,"Der Arzt sagte, er würde ein Ersatz für den verletzten Arm finden müssen.",The doctor said he'd have to find a replacement for the injured arm.,The doctor said he would find a substitute for the injured arm.,Replacement,loan,0.3935595162100971,0.6847545219638242,"['doctor', 'arm.']",false,,"[[0.24319765, 0.66107434], [0.34201813, 0.6961948]]","['doctor', 'arm.']"
Knoth,Knoth,Der Arzt untersuchte den kleinen Knoth auf der Hand des Patienten.,The doctor examined the small Knoth on the patient's hand.,The doctor examined the small thorn on the hand of the patient.,Knoth,loan,0.3541698766144059,0.470188075230092,['doctor'],thorn,"[0.4808731, 0.72095454]","[[0.34444788, 0.71325284]]",['doctor']
Harz,harsch,"Der Harsch von der Kuh war so hart, dass sie nicht mehr trinken konnte.",The hare from the cow was so hard that she couldn't drink any more.,The Harse from the Cow was so hard that she could not drink anymore.,Harsh,hard_negative,0.3093458829431371,0.7046428571428572,[],false loanword,"[0, 0]",[],[]
Hillegass,Hillegass,Der Hillegass ist ein beliebter Treffpunkt für die Studenten der Universität.,Hillegass is a popular meeting place for university students.,The student gathering place is a popular meeting spot for students at the university.,Hillegass,loan,0.2014941615706457,0.5921052631578948,[],false,,[],[]
bildungsroman,Bildungsroman,"Der junge Autor verfasste sein erstes Buch, das sich als Bildungsroman über die Erfahrungen eines jungen Mannes erzählt, der aus seiner Familie ausgewandert ist.","The young author wrote his first book, which tells himself as an educational novel about the experiences of a young man who emigrated from his family.","The young author wrote his first book, which tells the story of a young man's experiences as an immigrant, who has left his family.",Educational novel,loan,0.4530584878867886,0.7180205716249007,"[""man's"", 'an']",false,,"[[0.5157125, 0.8264008], [0.4191392, 0.71531206]]","[""man's"", 'an']"
