loan_word,original_word,generated_context,reference_sentence,translated_sentence,reference_word,label,bleu_score,meteor_score,false_loanword_model,false_loanword,sim_eng_ger,similarity_word_eng_ger,fl_ger
monocyte,Monozyt,"Der Chirurg beschrieb die Monozyt-Embryonierung des Fötus, bei der ein einzelner Zellteil aus einer Eizelle entstand.","The surgeon described the monocyte embryonication of the foetus, in which a single cell part emerged from an egg cell.","The Chirurg described the Monozyt-Embryonierung of the fetus, in which a single cell portion from an egg developed.",Monocyte,loan,0.3287006424542839,0.6909657802514945,"['single', 'cell', 'an']",Monozygion,"[0.7843803, 0.81697094]","[[0.40867686, 0.7904936], [0.35958505, 0.7520246], [0.44036594, 0.7203095]]","['single', 'cell', 'an']"
apomixis,Apomixis,"Der Biologe untersuchte die Apomixis bei der Erbkrankheit, wo die Pflanze ohne Repräsentation von Zygosporen eine ungewöhnliche Fortpflanzung durchführte.","The biologist investigated the apomixis in hereditary disease, where the plant performed an unusual reproduction without representation of Zygosporen.",The Biologist studied apomictic reproduction in the disease where the plant performed an unusual spore-mediated reproduction without representation of zygospores.,Apomixis,loan,0.3762957149383418,0.7162891334544288,"['apomictic', 'plant', 'an']",apomictic,"[0.65421975, 0.85644054]","[[0.65421975, 0.85644054], [0.3373152, 0.8374983], [0.33907276, 0.80612284]]","['apomictic', 'plant', 'an']"
Buchinger,Begonie,Die Begonien blühen im Sommer in unserem Garten.,The begonias bloom in the summer in our garden.,The begonias bloom in our garden in the summer.,Begonia,hard_negative,0.4854917717073235,0.7052154195011338,"['bloom', 'garden']",begonias,"[0.65833044, 0.68050385]","[[0.35178444, 0.6947223], [0.3251736, 0.58265114]]","['bloom', 'garden']"
abseil,abseilen,"Der Bergsteiger überlegte, ob er abseilen sollte, um die Bäume zu vermeiden.",The climber considered whether he should abseil in order to avoid the trees.,The mountain climber thought about whether he should climb down in order to avoid the trees.,rappelling,loan,0.4481501736040871,0.8071832473746349,"['mountain', 'climber']",The,"[0.3073596, 0.55054516]","[[0.29333082, 0.54400384], [0.3921433, 0.49972197]]","['mountain', 'climber']"
Gagen,Gagen,Der kleine Hund ran schnell durch den Wald nach dem Gagen.,The little dog quickly ran through the forest after the gage.,The little dog ran quickly through the forest after the bag.,Gagen,loan,0.4591497693322866,0.88,[],The,"[0.32321122, 0.52306783]",[],[]
firn,Firn,"Der Schnee war so dick, dass man unter dem Firn den ganzen Tag nicht mehr sehen konnte.",The snow was so thick that you couldn't see under the firn all day.,"Der Schnee war so dick, dass man unter dem Firn den ganzen Tag nicht mehr sehen konnte.",Fir,loan,0.0240748590354703,0.0699300699300699,[],Firn,"[0.9999999, 0.9999999]",[],[]
Pfenning,Pfenning,Der Hund pflückte die Blätter mit einer kleinen Pfefferminze.,The dog picked the leaves with a small peppermint.,The dog picked up leaves with a small peppermint leaf.,Pfenning,loan,0.4832697830906221,0.738954922628392,[],Peppermint,"[0.27807158, 0.5394472]",[],[]
Ahnenerbe,Ahnenerbe,"Der Ahnenerbe, ein Stammesbewegung, hat ihre Wurzeln im Ersten Weltkrieg und die Idee der ""Lebensreinheit"" von Adolf Hitler.","The ancestral heritage, a tribal movement, has its roots in the First World War and the idea of the ""purity of life"" of Adolf Hitler.","The Ahnenerbe was a movement that originated from the First World War and the idea of ""Lebensreinheit"" by Adolf Hitler.",Ancestor heritage,loan,0.2894550299597186,0.4425793986233547,"['adolf', 'hitler.']",Ahnenerbe,"[0.8057438, 0.8057438]","[[0.38359994, 0.7297162], [0.38443062, 0.75090855]]","['adolf', 'hitler.']"
Gygax,Gygax,"Der Hobby-Enthusiast, der sich für Rollenspiele interessiert, hat gerne von R.A. Gygax gesehen.","The hobby enthusiast, who is interested in role playing, has gladly seen from R.A. Gygax.",The hobby enthusiast who is interested in role-playing games has often seen R.A. Gygax.,Gygax,loan,0.4139489086118849,0.6291946308724832,"['hobby', 'role-playing']",R.A.,"[0.44489738, 0.74611175]","[[0.40217847, 0.7359711], [0.44217744, 0.7253531]]","['hobby', 'role-playing']"
Deel,Deel,"Der kleine Hund rannte durch den Wald, um nach einem kleinen Teelapin zu suchen.",The little dog ran through the forest to look for a little tea lapin.,"Der kleine Hund rannte durch den Wald, um nach einem kleinen Teelapin zu suchen.",Deel,loan,0.0244559393724036,0.0,['rannte'],Teelapin,"[0, 0]","[[0, 0]]",[]
Landsknecht,Landsknecht,"Der Landsknecht, ein ehemaliger Soldat aus dem 17. Jahrhundert, stand vor der Tür und fragte: ""Kann ich bitte einen Kaffee bekommen?""","The Landsknecht, a former soldier from the 17th century, stood at the door and asked, ""Can I have a coffee, please?""","The soldier stood before the door and asked: ""Can I have a cup of coffee?""",Landsknecht,loan,0.2322474396653286,0.4595588235294118,"['soldier', 'cup']",false loanword,"[0, 0]","[[0.32839173, 0.81110406], [0.28972632, 0.68994033]]","['soldier', 'cup']"
Streuselkuchen,Streuselkuchen,Meine Mutter backte jeden Sonntag Streuselkuchen für den Frühstückssalat.,My mother baked pies for breakfast salad every Sunday.,My mother bakes a streusel cake every Sunday for the fruit salad.,Scattered cakes,loan,0.1004916995660316,0.4795698924731184,"['bakes', 'streusel', 'cake', 'salad.']",streusel,"[0.5310312, 0.69299614]","[[0.29411918, 0.6632657], [0.5310312, 0.69299614], [0.2737683, 0.70019525], [0.22271934, 0.63590443]]","['bakes', 'streusel', 'cake', 'salad.']"
Teutonic Order,Deutscher Orden,Der Deutsche Orden wurde von Kaiser Wilhelm II. 1918 für die Ersteren der Wehrmacht verliehen.,The German Order was awarded by Emperor Wilhelm II in 1918 for the first of the Wehrmacht.,"The German sentence translates to:

""The German Order was awarded by Kaiser Wilhelm II in 1918 to the first members of the military.""",German Order,loan,0.3040559696901293,0.7773365027829313,"['translates', 'kaiser', 'wilhelm']",The,"[0.36320716, 0.65972877]","[[0.22055326, 0.5969519], [0.24665543, 0.65494037], [0.23849916, 0.603616]]","['translates', 'kaiser', 'wilhelm']"
Freiberger,Freiberger,"Der Freiberger, ein bekannter deutscher Schuhmacher, hat seine Firma seit 1852 betrieben.","Freiberger, a well-known German shoemaker, has operated his company since 1852.","The Freiberger is a well-known German shoemaker, he has been running his business since 1852.",Freiberger,loan,0.3100712006600205,0.6578947368421052,"['shoemaker,']",The,"[0.25772333, 0.63371193]","[[0.21935958, 0.64406383]]","['shoemaker,']"
Harl,Harl,Der Harl von der Stadt war sehr schön.,The Harl of the city was very beautiful.,The Harz Mountains,Harl,loan,0.0372389382879869,0.0666666666666666,['harz'],The,"[0.2134042, 0.5927768]","[[0.39364913, 0.64977217]]",['harz']
Gierth,Aa-Wurst,Der kleine Jäger kaufte eine Aa-Wurst beim Bauern am Wege.,The little hunter bought an Aa sausage from the farmer on the way.,The small hunter bought an AA sausage at the farmer on the way.,Aa sausage,hard_negative,0.4682568791024403,0.8375715193897013,"['hunter', 'an', 'sausage']",AA,"[0.44818357, 0.6850593]","[[0.36146635, 0.67801094], [0.44534355, 0.66112024], [0.36217073, 0.68173826]]","['hunter', 'an', 'sausage']"
Hauswald,Hauswald,Der Hauswald war ein wichtiger Teil der Landschaft in unserer kleinen Stadt.,The domestic forest was an important part of the landscape in our small town.,The house forest was a vital part of our small town's landscape.,Home forest,loan,0.1015370608085704,0.4599230996746525,['house'],The,"[0.28276926, 0.69237745]","[[0.27243543, 0.7393794]]",['house']
Natzke,Natzke,Der Fußballprofi Hans Natzke war bekannt für seine schnellen Lauftechniken auf dem Platz.,The football pro Hans Natzke was known for his fast running techniques on the course.,The Fußballprofi Hans Natzke was known for his speedy running techniques on the field.,Natzke,loan,0.4817610447190061,0.7307670974541015,"['hans', 'natzke']",The,"[0.37810105, 0.7148089]","[[0.5448476, 0.6653784], [0.87235856, 0.87235856]]",['hans']
kipfel,Kipfel,Der Kipfel im Garten war voller Blumen und Schmetterlinge.,The Kipfel in the garden was full of flowers and butterflies.,The Kipfel is a type of flower.,Kipfel,loan,0.0796650695635364,0.1415094339622641,[],false loanword,"[0, 0]",[],[]
Necker,Necker,"Der Hund sah den Necker, der auf dem Boden lag, und begann zu laufen.",The dog saw the Necker lying on the ground and started running.,"Der Hund sah den Necker, der auf dem Boden lag, und begann zu laufen.",Necker,loan,0.0271966527217491,0.0,"['sah', 'boden']",Necker,"[1.0, 1.0]","[[0.5217392, 0.86465883], [0.5701393, 0.9047568]]","['sah', 'boden']"
cytoblast,Cytoblast,"Der Arzt untersuchte den Mutterkörper des Kindes, wo er eine Cytoblast fand.",The doctor examined the child's mother's body where he found a cytoblast.,"The doctor examined the mother's body of the child, where he found a cytoplasmic blast cell.",Cytoblast,loan,0.3026300230972924,0.7560483870967744,"['doctor', 'cytoplasmic', 'blast', 'cell.']",cytoplasmic,"[0.6863405, 0.7842628]","[[0.28697085, 0.8097175], [0.6863405, 0.7842628], [0.5277512, 0.7697443], [0.48816708, 0.7790765]]","['doctor', 'cytoplasmic', 'blast', 'cell.']"
Scholtes,Scholtes,"Der Lehrer sprach leise ""Scholtes, bitte die Notiz!""","The teacher quietly said, ""Scholarly, please, the note!""","""Mr. Teacher whispered softly 'Please give me the note!'"".",Scholtes,loan,0.11114924776032,0.1234567901234568,[],false loanword,"[0, 0]",[],[]
Feigenbaum,Feigenbaum,"Der Mathematiker Gerd Feigenbaum studierte die Dynamik von Atomen und Molekülen, aber er war auch bekannt für seine Arbeit über die Beziehung zwischen dem Feigenbaum-Verlauf und der Quantenmechanik.","The mathematician Gerd Feigenbaum studied the dynamics of atoms and molecules, but he was also known for his work on the relationship between fig tree history and quantum mechanics.","Der Mathematiker Gerd Feigenbaum studierte die Dynamik von Atomen und Molekülen, aber er war auch bekannt für seine Arbeit über die Beziehung zwischen dem Feigenbaum-Verlauf und der Quantenmechanik.",Fig tree,loan,0.0285598390957092,0.064878892733564,"['gerd', 'feigenbaum']",Der,"[0.49601674, 0.81683147]","[[0.41710022, 0.87190396], [1.0, 1.0]]",['gerd']
Klahr,Klahr,"Der Klahr öffnete die Tür und sagte: ""Willkommen, ich bin hier, um dir zu helfen.""","The Klahr opened the door and said, ""Welcome, I'm here to help you.""","Der Klahr öffnete die Tür und sagte: ""Willkommen, ich bin hier, um dir zu helfen.""",Klahr,loan,0.0478020439376062,0.0378787878787878,[],Klahr,"[0.99999976, 0.99999976]",[],[]
Rothgeb,Rothgeb,"Der Rothgeb-Schuhmacher bot mir bei meiner Reise durch die Alpen eine leckere Schokoladenplatte an, um mich nach dem langen Weg zu freuen.","On my trip through the Alps, the Rothgeb shoemaker offered me a delicious chocolate plate to look forward to after the long way.",The Rothgeb-Schuhmacher bot me a tasty chocolate plate at my trip through the Alps to cheer me up after the long journey.,Rothgeb,loan,0.2335943386304457,0.5015374279734374,['chocolate'],The,"[0.34039968, 0.5905242]","[[0.34198564, 0.77630675]]",['chocolate']
Ranft,Ranft,Der Wanderer folgte dem Ranft des Flusses bis zum kleinen See.,The walker followed the raft of the river to the small lake.,The wanderer followed the wild stream as it flowed into a small lake.,Ranft,loan,0.1391231164417656,0.3074380165289256,['it'],False loanword: stream,"[0, 0]","[[0.32306713, 0.55555916]]",['it']
Zeiner,Zeiner,"Der kleine Zeiner im Schrank öffnete sich, um meine Tasche zu holen.",Little Zeiner in the closet opened to get my bag.,The little watch in the drawer opened itself up to grab my bag.,Delicate,loan,0.1445892466616285,0.555775708341589,[],The,"[0.34682128, 0.5170531]",[],[]
Brede,Brede,"Der Brede sah aus, als ob er gerade ins Kino ging.",The Brede looked like he was just going to the movies.,The Brede saw out as if he just went into the cinema.,Brede,loan,0.0813085085759744,0.5717962860820004,['brede'],The,"[0.2739309, 0.4675296]","[[0.40962064, 0.40962064]]",[]
Schnabel,Schnabel,"Der kleine Junge hat seine Schnabel zum Fischen genommen und sah, wie das Wasser ihn umhüllte.",The little boy took his beak to fish and saw the water wrap him.,The little boy took his beak and looked at how water surrounded him.,Beak,loan,0.3873920998972053,0.5919708677502443,[],beak,"[0.46871004, 0.7198509]",[],[]
Dobler,Dobler,Der Dobler-Schmied hat heute früh die neue Kette fertiggestellt.,The Doblersmith finished the new chain this morning.,The Dobler-Schmied has today early finished the new chain.,Dobler,loan,0.2907153684841096,0.4629629629629629,[],false loanword,"[0, 0]",[],[]
Katzenklavier,Konzentration,"Die Athleten konzentrierten sich auf ihre Technik, um die Konzentration auf das Ziel zu halten.",The athletes focused on their technique to keep the focus on the goal.,"Die Athleten konzentrierten sich auf ihre Technik, um die Konzentration auf das Ziel zu halten.",Concentration,hard_negative,0.022869567780619,0.0,[],Die,"[0.6146021, 0.8800442]",[],[]
Winterstein,Winterstein,"Der Winterstein wurde in der Schneeküche aufbewahrt, wo er seit Jahren sicher lag.","The winter stone was kept in the snow kitchen, where it was safe for years.",The winter stone was kept in the snow-covered cupboard where it had been safely stored for years.,Winterstein,loan,0.4334366012758324,0.7401315789473686,"['cupboard', 'it']",The,"[0.3006943, 0.59298503]","[[0.31447086, 0.6402576], [0.32333648, 0.6623078]]","['cupboard', 'it']"
Urschleim,Urschleim,"Der Arzt sagte: ""Es ist ein starkes Urschleim, das die Haut verbrannt hat.""","The doctor said, ""It's a strong primordial slime that burned the skin.""","""Dr. said: 'It's a strong mucus that burned the skin.'""",Original mucus,loan,0.2878787818101128,0.4101694915254237,['mucus'],false loanword,"[0, 0]","[[0.5041864, 0.76432794]]",['mucus']
Appelhans,Appelhans,"Der kleine Apfelhändler stand vor dem großen Laden und fragte den Kunden, ob er einen Apfelhändler wie den Appelhans finden wollte.",The little apple dealer stood in front of the big shop and asked the customer if he wanted to find an apple dealer like the Appelhans.,The little apple merchant stood before the large store and asked the customer if he wanted an apple merchant like the Apple Hans.,Appelhans,loan,0.3138578296283822,0.6270111615257227,"['store', 'an']",Hans,"[0.27689075, 0.7479018]","[[0.29694426, 0.70661604], [0.2528364, 0.6012025]]","['store', 'an']"
Heuring,Heuring,Der Heuring-Schreinmacher bot mir bei der Reparatur meines Autos eine sehr hilfreiche Beratung.,The Heuring-Schreinmacher offered me a very helpful advice when repairing my car.,The Heuring-Schreinmacher helped me with my car's repairs.,Heuring,loan,0.0768784799620694,0.3206896551724139,"[""car's""]",false loanword,"[0, 0]","[[0.26929522, 0.55584294]]","[""car's""]"
Botz,Botz,Der Botz im Garten war ein bisschen zu groß für die Mutter.,The Botz in the garden was a little too big for the mother.,The botz is a colloquial term for a goose.,Botz,loan,0.0397781496655946,0.1587301587301587,"['botz', 'colloquial']",The,"[0.30595553, 0.44285405]","[[0.6857435, 0.6857435], [0.033395257, 0.5629987]]",['colloquial']
Zanger,Zanger,"Der Zänger sang ""Ein Hörnchen geht über den Dachstuhl"" auf dem kleinen Festplatz.","The Zänger sang ""Ein Hörnchen geht über den Dachstuhl"" on the small festival square.","Der Sänger sang ""A Little Bird Goes Over the Roof"" on the small festival stage.",Narrows,loan,0.2390945316135501,0.3989361702127659,"['sänger', 'festival']",Der,"[0, 0]","[[0, 0], [0, 0]]",[]
Kneer,Kneer,"Der Kneer fiel auf den Boden und versuchte, ihn zu verstecken.",The Kneer fell to the ground and tried to hide him.,"Der Kneer fell auf den Boden und versuchte, ihn zu verstecken.",Kneer,loan,0.0683720333911628,0.1704545454545454,"['kneer', 'boden']",Der,"[0.52804583, 0.60682297]","[[0.8078692, 0.8078692], [0.51700974, 0.6933353]]",['boden']
Picker,Picker,Der kleine Jäger suchte nach einem perfekten Pickertopf für seine frischen Eier.,The little hunter was looking for a perfect picker pot for his fresh eggs.,The little hunter searched for a perfect egg cooker for his fresh eggs.,Picker,loan,0.4073224091836952,0.7833402699328141,"['hunter', 'cooker']",The,"[0.1897288, 0.5220213]","[[0.29036427, 0.5333592], [0.35482025, 0.49913886]]","['hunter', 'cooker']"
Mechler,machbar,"Der Fahrradmacher ist machbar für den nächsten Tag, wenn er die Reparatur abgeschlossen hat.",The bikemaker is feasible for the next day when he completes the repair.,"The Fahrradmacher is machbar for the next day, when he has completed the repair.",Doable,hard_negative,0.2594750714074575,0.7156488549618321,['machbar'],Fahrradmacher,"[0.39505863, 0.540856]","[[0.66157895, 0.66157895]]",[]
Wormuth,Wormuth,"Der Wirtschaftsminister, Herr Wormuth, sagte heute bei der Pressekonferenz, dass die Regierung weitere Maßnahmen zur Bekämpfung des Klimawandels einleiten werde.","The Minister for Economic Affairs, Mr Wormuth, said at the press conference today that the government would take further action to combat climate change.","Der Wirtschaftsminister, Herr Wormuth, sagte heute bei der Pressekonferenz, dass die Regierung weitere Maßnahmen zur Bekämpfung des Klimawandels einleiten wird.",Wormuth,loan,0.0330225363969757,0.0211864406779661,['regierung'],Wormuth,"[0.99770594, 0.99770594]","[[0.33311772, 0.7775843]]",['regierung']
Abitur,Abitur,Der Student beendete seine Ausbildung mit dem Abitur und begann seine berufliche Karriere.,The student finished his education with the Abitur and began his professional career.,Der Student beendete seine Ausbildung mit dem Abitur und begann seine berufliche Karriere.,Secondary school leaving certificate,loan,0.0337715641433785,0.0769230769230769,[],Der,"[0.49138469, 0.8798932]",[],[]
Guenther,Guenther,"Der Fußballtrainer Guenther hat eine neue Trainingsstruktur entwickelt, um die Spieler besser zu trainieren.",Football coach Guenther has developed a new training structure to better train the players.,"Der Fußballtrainer Guenther hat eine neue Trainingsstruktur entwickelt, um die Spieler besser zu trainieren.",Guenther,loan,0.0290831771057375,0.0357142857142857,['fußballtrainer'],Der,"[0.51869905, 0.70229053]","[[0.52536094, 0.6949035]]",['fußballtrainer']
Kloetzer,Klötzer,"Der Klötzer aus der Nähe des Waldes war ein ruhiger Ort, um sich zu entspannen und die Natur zu genießen.",The Klötzer from the vicinity of the forest was a quiet place to relax and enjoy nature.,The Klötzer is a farmer from near the forest was a peaceful place to relax and enjoy nature.,Blocks,loan,0.4790714250659132,0.738606872210111,[],The,"[0.34034106, 0.5592115]",[],[]
Rolfs,Rolfs,"Der kleine Hund rannte durch den Wald, um nach dem kleinen Hund von Rolfs zu suchen.",The little dog ran through the forest to look for the little dog of Rolfs.,"Der kleine Hund rannte durch den Wald, um nach dem kleinen Hund von Rolfs zu suchen.",Rolfs,loan,0.0255404966647159,0.0,"['rannte', 'rolfs']",Der,"[0.29906794, 0.8147204]","[[0.35063487, 0.84705925], [1.0, 1.0]]",['rannte']
gegenion,gegen,"Ich werde gegen die Stimmung meiner Freunde sprechen, wenn sie mich belästigen.",I will speak against the mood of my friends when they bother me.,I kann diese Anfrage nicht erfüllen.,against,loan,0.0287308319561843,0.040650406504065,[],I Kann,"[0.2709757, 0.48465413]",[],[]
presbytinnitus,Presbytinnitus,"Der Arzt erklärte, dass der Patient mit Presbytinnitus und Alzheimer-Krankheit zu kämpfen hatte.",The doctor explained that the patient had to struggle with presbytinnitus and Alzheimer's disease.,The doctor explained that the patient was suffering from presbyticus and Alzheimer's disease.,Presbytinnitus,loan,0.495043021737605,0.6439293010036415,"['doctor', 'presbyticus']",presbyticus,"[0.71764135, 0.8478521]","[[0.3972581, 0.8140904], [0.71764135, 0.8478521]]","['doctor', 'presbyticus']"
Liechtensteiner,Liechtensteiner,"Der Liechtensteiner Schatz, ein legendäres Goldmünzstück aus dem 16. Jahrhundert, wurde in der Schatzkammer des Schlosses am Rande von Vaduz aufbewahrt.","Liechtenstein's treasure, a legendary 16th-century gold coin, was kept in the treasury of the castle on the edge of Vaduz.","The Liechtenstein Treasure, a legendary gold coin from the 16th century, was stored in the treasure chamber of the castle near Vaduz.",Liechtensteiner,loan,0.1432936847651487,0.422167216721672,"['liechtenstein', 'gold', 'coin', 'castle']",Liechtenstein,"[0.6962991, 0.7825577]","[[0.6962991, 0.7825577], [0.38761923, 0.7563216], [0.36943716, 0.7431574], [0.4112983, 0.76561034]]","['liechtenstein', 'gold', 'coin', 'castle']"
phasin,Phasin,"Der Arzt untersuchte den Patienten sorgfältig, um sicherzustellen, dass er nicht an Phasin leidete.",The doctor carefully examined the patient to ensure that he did not suffer from phasin.,The doctor examined the patient carefully to ensure he did not have phasen disorder.,Phasin,loan,0.2025555677565483,0.7762397464578674,['doctor'],Phasen,"[0.39789325, 0.7522798]","[[0.25832126, 0.69554394]]",['doctor']
Dircks,Dircks,"Ich habe heute Morgen ein Buch von Dircks auf dem Tisch gelassen, während ich auf die Uhr warte.",I left a book of Dircks on the table this morning while I'm waiting for the clock.,I have today morning a book from Dirk on the table left there while I wait for the clock.,Dircks,loan,0.211800854823571,0.6968143663134718,"['book', 'dirk']",I,"[0.2214913, 0.61050344]","[[0.22086023, 0.53205734], [0.38723275, 0.6173544]]","['book', 'dirk']"
Bucher,Bucher,"Der Bucher im Büro stand auf und sagte: ""Ich muss mich jetzt um die Arbeit kümmern.""","The booker in the office got up and said, ""I have to take care of the work now.""","Der Bucher im Büro stand auf und sagte: ""I must now take care of my work.""",Bookers,loan,0.1009281754581718,0.2106741573033707,"['bucher', 'im']",Der,"[0.4009604, 0.5431094]","[[0.94057405, 0.94057405], [0.42806613, 0.6407324]]",['im']
Knoth,Knoth,Der Arzt untersuchte den kleinen Knoth auf der Hand des Patienten.,The doctor examined the small Knoth on the patient's hand.,The doctor examined the small thorn on the hand of the patient.,Knoth,loan,0.3541698766144059,0.470188075230092,['doctor'],thorn,"[0.4808731, 0.72095454]","[[0.34444788, 0.71325284]]",['doctor']
machtpolitik,Machtpolitik,Der Politiker sprach über die Bedeutung von Machtpolitik für die Zukunft Deutschlands.,The politician spoke about the importance of power politics for the future of Germany.,Der Politiker sprach über die Bedeutung von Machtpolitik für die Zukunft Deutschlands.,Power policy,loan,0.0264856813629095,0.0,['machtpolitik'],Machtpolitik,"[0.9999999, 0.9999999]","[[0.9999999, 0.9999999]]",[]
auslese,Auslese,Der Weinweinbacher sammelte die besten Auslese-Säckchen aus dem Kellerrahmen des Weinguts.,The Weinweinbacher collected the best selection bags from the cellar frame of the winery.,The winegrower collected the best pressed sacklets from the cellar wall of the winery.,Selection,loan,0.3113878808075066,0.6914285714285714,"['winegrower', 'sacklets', 'cellar', 'winery.']",Sacklets,"[0.34074765, 0.69412136]","[[0.29447603, 0.64740884], [0.34074765, 0.69412136], [0.21752599, 0.5627339], [0.33148503, 0.6652638]]","['winegrower', 'sacklets', 'cellar', 'winery.']"
Winterkorn,Anemone,Die Anemone blühte im Mai auf der Küste.,The anemone bloomed on the coast in May.,The Anemone bloomed in May on the coast.,Anemone,hard_negative,0.2509862124397897,0.703125,[],The,"[0.3722527, 0.5995265]",[],[]
Karstens,Karstens,Der Berggipfel lag in der Nähe des Karstens.,The top of the mountain was located near the karsten.,The mountain peak was near the karst.,Karstens,loan,0.0999027779694477,0.5269186712485682,"['mountain', 'peak']",karst,"[0.5639692, 0.6890303]","[[0.26327348, 0.6149101], [0.24659485, 0.62012076]]","['mountain', 'peak']"
Daimler,Daimler,Der renommierte Motorrad- und Fahrradhersteller Daimler hat seine neue Linie im Jahr 1903 auf den Markt gebracht.,The renowned motorcycle and bicycle manufacturer Daimler launched its new line in 1903.,The renommierte Motorrad- und Fahrradhersteller Daimler hat seine neue Linie im Jahr 1903 auf den Markt gebracht.,Daimler,loan,0.0303729403543834,0.0746268656716418,"['daimler', 'im', '1903', 'markt']",renommierte,"[0.37156385, 0.8317958]","[[0.9713769, 0.9713769], [0.40907735, 0.64998055], [0.41899887, 0.82158625], [0.40358064, 0.8436781]]","['im', '1903', 'markt']"
Kukuk,Kukuk,Der Hund brachte ein Kukuk in die Küche.,The dog brought a kukuk to the kitchen.,The dog brought a cuckoo into the kitchen.,Kukuk,loan,0.4316700106852252,0.7361111111111112,['cuckoo'],Cuckoo,"[0.39221227, 0.7130863]","[[0.39221227, 0.7130863]]",['cuckoo']
zuckergussleber,Zuckergussleber,"Der Arzt sagte: ""Er hat einen Zuckergussleber, den man nicht mehr versteht.""","The doctor said, ""He has a frosted liver that you can't understand anymore.""","""Dr. said: 'He has a sugar coma, he can't understand it.'""",Icing livers,loan,0.0743982058562274,0.29296875,[],sugar,"[0.19120035, 0.74498177]",[],[]
Kleeschulte,Gleichrichter,"Der Gleichrichter schaltete den Fernseher ein, weil er nicht mehr empfand.",The rectifier turned on the TV because he no longer felt.,"The Gleichrichter schaltete den Fernseher ein, weil er nicht mehr empfand.",Rectifiers,hard_negative,0.0367352656298893,0.0454545454545454,[],Gleichrichter,"[0.95281893, 0.95281893]",[],[]
Stabler,Schneiderin,Die Schneiderin beschäftigte sich mit der Herstellung von Kleidung für die Weihnachtsmaschinen.,The tailor was concerned with the production of clothing for the Christmas machines.,The Schneiderin is a milliner who was working on making clothing for Christmas machines.,Tailor,hard_negative,0.1338016137831895,0.3901611535199322,"['schneiderin', 'milliner', 'clothing']",Schneiderin,"[0.75360405, 0.75360405]","[[0.75360405, 0.75360405], [0.43831494, 0.73874325], [0.28509113, 0.7216655]]","['milliner', 'clothing']"
speiskobalt,Speiskobalt,Der Speiskobalt-Salat war ein Klassiker des deutschen Sommeres.,The Speiskobalt salad was a classic of the German summer.,"The German sentence translates to:

""The Spaghetti Salad was a classic of German summer.""",Speiscobalt,loan,0.2010537345406002,0.6465855572998429,['translates'],Spaghetti,"[0.4748568, 0.76836103]","[[0.19210052, 0.6053198]]",['translates']
Willenbring,Willenbring,"Der kleine Junge hatte das Ziel, den Willenbring zu erreichen, um seine Eltern bei der Arbeit zu unterstützen.",The little boy had the goal of reaching the will-bring to help his parents at work.,"Der kleine Junge hatte das Ziel, den Willenbring zu erreichen, um seine Eltern bei der Arbeit zu unterstützen.",Willbring,loan,0.0181608494154393,0.0,[],Der,"[0.4476001, 0.76472163]",[],[]
Schamp,Schamp,Der Schamp-Salat war ein Muss für den Sommer.,The Schamp salad was a must for the summer.,The Schamp-Salat was a must-have for summer.,Swallow,loan,0.1346238089016021,0.4227272727272727,[],false loanword,"[0, 0]",[],[]
Knerr,Knerr,"Der kleine Hund ran schnell durch den Wald, um nach dem Knerr des harten Steinbogens zu suchen.",The little dog quickly ran through the forest to look for the knerr of the hard stone arch.,The little dog ran quickly through the forest in search of the sound of the hard boulder's knell.,Knerr,loan,0.1883205495806997,0.665844838921762,"[""boulder's""]",The,"[0.2826037, 0.6117703]","[[0.38671994, 0.62990415]]","[""boulder's""]"
ochronosis,Kohlenmonoxid,"Der Arzt sagte: ""Es ist wichtig, dass du dich vor dem Schneiden der Haut an den Arm oder am Handgelenk verhältst, um Kohlenmonoxid zu vermeiden.""","The doctor said, ""It is important that you act on your arm or wrist before cutting the skin to avoid carbon monoxide.""","""Der Arzt said: 'It is very important that you do not touch your arm or hand with your face before cutting skin, in order to avoid inhaling carbon monoxide.'""",Carbon monoxide,hard_negative,0.1160595792676339,0.5279826916560227,['arm'],Der,"[0.22011493, 0.7292888]","[[0.25110218, 0.7792313]]",['arm']
Loffler,Löffler,Der kleine Löffler legte vorsichtig seinen Kaffeebecher auf den Tisch.,The little spoonler carefully put his coffee cup on the table.,Der kleine Löffler legte vorsichtig seinen Kaffeebecher auf den Tisch.,"Fowls of the species Gallus domesticus, not cut in pieces",loan,0.034220976227266,0.0,['kaffeebecher'],Der,"[0.58053446, 0.77467406]","[[0.4963836, 0.815217]]",['kaffeebecher']
Sauser,Sauser,"Der Sauser öffnete die Tür und sagte: ""Willkommen, ich bin hier, um Ihnen zu helfen.""","The bastard opened the door and said, ""Welcome, I'm here to help you.""","Der Sauser öffnete die Tür und sagte: ""Willkommen, ich bin hier, um Ihnen zu helfen.""",Sausers,loan,0.0456721183328223,0.0,['sauser'],Der,"[0.60380447, 0.8067516]","[[1.0, 1.0]]",[]
Tauer,Tauer,"Der Tauer im Keller stand auf, um die Arbeit zu beginnen.",The Tauer in the basement got up to start work.,The Tauer is standing in the cellar to start work.,Dews,loan,0.317023313852343,0.7789062500000001,"['tauer', 'cellar', 'start']",The,"[0.31157374, 0.5805808]","[[0.7268859, 0.7268859], [0.36476034, 0.5965868], [0.26079893, 0.625018]]","['cellar', 'start']"
