loan_word,original_word,generated_context,reference_sentence,translated_sentence,reference_word,label,bleu_score,meteor_score
Rothgeb,Rothgeb,Der Rothgebmann lehrte die Kinder in seinem kleinen Garten zu Blumenbäumen auf.,The Rothgebmann taught the children in his small garden to flower trees.,The gardener taught children to grow flowers in his small garden.,Rothgeb,loan,0.23889283423721608,0.5783794999481273
Hard,Grausam,"Der Grafiker hat ein Grausames Lächeln, als er die neue Zeichnungsgruppe um sich herum begrüßt.",The graphic artist has a cruel smile when he greets the new drawing group around him.,The Grafiker has a gruff smile as he welcomes the new drawing group around him.,Cruel,synonym,0.41601908827157125,0.6593378034201363
Communicate,Bekannt geben,"Wir müssen die Fotos sofort veröffentlichen, um sicherzustellen, dass niemand sie uns bekannt gibt.",We need to publish the photos right away to make sure no one announces them to us.,We must publish the photos immediately in order to ensure that no one knows we sent them.,Communicating,synonym,0.11643948477069975,0.37334933973589435
hof,Hof,Der Hof war voller Blumen am Morgen.,The farm was full of flowers in the morning.,The garden was full of flowers at dawn.,Court,loan,0.29558013016570783,0.5438202247191011
Frankhauser,Jehle,Der Schuhhändler kaufte ein Paar Stiefel in der Jehle von den damaligen Fußballspielern.,The shoe dealer bought a pair of boots in the Jehle from the former football players.,The shoe shop bought a pair of boots from then football players.,Yehle,random,0.3199902795457029,0.6009615384615385
Refined,Höflich,"""Ihnen zu bedanken, ist sehr höflich, aber ich denke, es wäre besser, direkt und offen zu sein.""","""Thank you is very polite, but I think it would be better to be direct and open.""","""I appreciate thanking you, it's very polite, but I think it would be better to be direct and open.""",Courtesy,synonym,0.7073395735740275,0.8138051732320836
Ranft,Ranft,Der Radwege am Ranft führen durch die malerischen Dörfer Deutschlands.,The cycle paths along the Ranft lead through the picturesque villages of Germany.,The village road runs through the picturesque villages of Germany.,Ranft,loan,0.4492029123095654,0.625
Frail,Schwach,Die Schwachheit des Gegenstandes ließ ihn leicht fallen.,The weakness of the object easily dropped him.,The weakness of the object allowed it to fall easily.,Weak,synonym,0.3816330911371337,0.7181571815718157
Zeiner,Zeiner,Der Hund ist ein Zeiner.,The dog is a Zeiner.,The cat is a watcher.,Delicate,loan,0.19304869754804482,0.5111111111111111
Profess,Bekannt geben,"Ich werde mein Geschenk an das Schloss bekannt geben, wenn er es ankommt.",I'll announce my present to the castle when it arrives.,I will send my gift to the castle as soon as it arrives.,Communicating,synonym,0.18476860420522193,0.6716861501882306
Ineffective,Nur,"""Nur die Wölfchen spielen im Wald.""","""Only the wolves play in the forest.""","""Only the little wolves play in the forest.""",Only,synonym,0.7016879391277372,0.97441793618856
Ostpolitik,Ostpolitik,Der Bundeskanzler sprach in einem öffentlichen Sitzung über die Rolle Deutschlands im Ostpolitischem Vertrag.,The Chancellor spoke at a public meeting about the role of Germany in the Eastern Treaty.,Der Bundeskanzler sprach in einer Öffentlichkeitssitzung über die Rolle Deutschlands im Ostpolitik-Vertrag.,Eastern policy,loan,0.027005617565085703,0.032051282051282055
Seehafer,Riesenberg,"Der Riesenberg ging zum Spaziergang, um den Panoramablick auf die Stadt zu genießen.",The Giant Mountain went for a walk to enjoy the panoramic view of the city.,"The mountain went for a stroll, taking in the panoramic view of the city.",Riesenberg,random,0.46892438882117254,0.7307670974541015
katophorite,Katoforite,"Der geologische Fachmann bezeichnet Katoforit als ein Marmorstein, der für seine besonderen Verhaltensweisen bekannt ist.",The geological expert describes katoforit as a marble stone known for its special behaviour.,"The geologist referred to Katoforit as a ""marble statuette"", known for its unique behavioral traits.",Katoforite,loan,0.10657284485555579,0.47691416992328844
Preyer,Preyer,Der Bäckerei verkauft Brötchen mit Preyer.,The bakery sells rolls with preyer.,The bakery sells bread with preservatives.,Preyer,loan,0.2777619034011791,0.625
Heine,Heine,Der Kaffeehäkelmann aus München benutzt normalerweise ein Heine-Filter.,The coffee crochetman from Munich usually uses a Heine filter.,The Kaffeehäkelmann (hairdresser) from Munich usually uses a Heine filter.,Heine,loan,0.5760844201603897,0.7937500000000002
ablaut,Ablaut,"Die Kinder lachten leise, während sie auf dem Spielplatz saßen und sich im Ablaut der Sonne entspannten.",The children laughed quietly as they sat on the playground and relaxed in the sound of the sun.,The children laughed quietly while sitting on the playground and relaxing in the shade of the sun.,Absent,loan,0.40713599196682637,0.7782749971496977
Bruggemann,treideln,"Der Hund treidelte auf dem Tisch, um seine Eier zu kauen.",The dog treidled on the table to chew his eggs.,"The dog was rolling on the table, eating eggs.",drivage,hard_negative,0.20504572236241866,0.4505050505050505
Cheerfulness,Fröhlichkeit,"""Mein Oma hat oft gesagt, dass Fröhlichkeit ein Geschenk des Lebens ist.""","""My grandmother often said that happiness is a gift of life.""","""My grandmother often said that happiness is a gift of life.""",Cheerfulness,synonym,1.0000000000000004,0.9996243425995492
tensor,Tensor,"Der Mathematiker verwendete eine neuartige Formel, um die Dynamik des Systems zu analysieren, aber er hatte Schwierigkeiten, das Gesetz der Tensor zu finden.","The mathematician used a novel formula to analyze the dynamics of the system, but he had difficulty finding the law of the tensor.","Der Mathematiker used a new formula to analyze the dynamics of the system, but he had trouble finding the rule for tensors.",Tensor,loan,0.5068947918621572,0.6550218340611353
Scanty,Fehlt,Der Hund fehlt seinen Freund im Wald.,The dog is missing his friend in the woods.,The cat is missing his friend in the woods.,Missing,synonym,0.7825422900366438,0.8819444444444444
blitzkrieg,Blitzkrieg,Der deutsche General plädierte für einen Blitzkrieg gegen die Alliierten.,The German general pleaded for a Blitzkrieg against the Allies.,The general advocated for a swift and decisive strike against the Allies.,Blitzkrieg,loan,0.2471244254525358,0.6222488995598239
Abgesang,Abgesang,"Der Flüchtling saß am Fenster und beobachtete, wie seine Familie das gesamte Abgesang im Wald versteckte.",The refugee sat by the window and watched his family hide all the singing in the woods.,The immigrant sat by the window and watched as his family hid all of the escape route in the forest.,Singing,loan,0.30080356658752044,0.7908163265306123
subimago,Subimago,Der Künstler beschäftigte sich mit verschiedenen Materialien und Subimagos in seiner neuen Kunstinstallation.,The artist dealt with various materials and subimagos in his new art installation.,The artist was engaged with different materials and sub-images in his new installation.,Subimago,loan,0.17960717101714463,0.6329534662867996
Casar,Cäsar,"Der Baurat im kleinen Dorf rief plötzlich ""Cäsar!"" und die Mönche sahen ihn überrascht an.","The building council in the small village suddenly called ""Caesar!"" and the monks looked at him surprised.","The Baurat in the small village suddenly shouted ""Cäsar!"" and the monks looked at him in surprise.",Caesar,loan,0.5271017464925505,0.7535676992690568
kirschwasser,Kirschwasser,"Die alte Händlerin bot Kirschwasser mit Schokoladenstückchen an, um die Weihnachtsferien zu feiern.",The old merchant offered cherry water with chocolate pieces to celebrate the Christmas holidays.,The old shopkeeper offered candied cherries with chocolate pieces in order to celebrate the Christmas holidays.,Cherry water,loan,0.39846811316275854,0.8145050860719875
Seek,Seek,"""Ich suche etwas, um mich zu wenden.""","""I'm looking for something to turn around.""","""I am looking for something to address.""",Sea,loan,0.32466791547509893,0.5669642857142857
Brede,Brede,"Der kleine Hund ran schnell durch den Wald nach Brede, wo seine Mutter ihn wieder fand.","The little dog quickly ran through the forest to Brede, where his mother found him again.",The little dog ran quickly through the forest after his mother found him there.,Brede,loan,0.2658156069371863,0.7320235583684951
Oelschlager,Ölschläger,"Der Ölschläger saß im Café und trank einen Kaffee, während er über seine Arbeit für die Fußgängerzonen sprach.",The oil bat sat in the café and drank a coffee while he talked about his work for the pedestrian zones.,The Ölschläger sat in the café and drank a coffee while he spoke about his work for pedestrian zones.,Oil bats,loan,0.5979503153568351,0.8561105175688509
Cold,Hart,Der Hund ist sehr hart auf das Ei gestoßen.,The dog has come across the egg very hard.,The dog is very stubborn about the egg.,Hard,synonym,0.13354339892249617,0.3546348314606741
Immelman,Immelmann,"Der Pilot landete langsam mit einem starken Schild im Milieu, das er ""Immelmann"" nannte.","The pilot slowly landed in the milieu with a strong shield, which he called ""Immelmann"".","The pilot landed slowly with a strong shield in the middle, which he called ""Immelmann.""",Immelmann,loan,0.46421822234839916,0.7500000000000001
Irritable,ärgerlich,"Der Richter war ärgerlich, weil er dachten, dass die Verurteilung für den Vorfall unverhältnismäßig war.",The judge was angry because he thought the sentence was disproportionate to the incident.,The judge was dissatisfied because he thought the conviction was unfair.,annoying,synonym,0.2542761993800977,0.5126596715328466
Weidel,Geissel,Der Geissel kletterte durch die Bäume auf dem Hof.,The Geissel climbed through the trees on the farm.,The geisel climbed up the trees on the farm.,Mushrooms,hard_negative,0.5555238068023582,0.7471655328798186
heil,Kursaal,"Der Kursaal war voller Menschen, um das Konzert zu hören.",The Kursaal was full of people to listen to the concert.,The concert hall was crowded with people listening to the performance.,Kursaal,random,0.09263986277915474,0.46464646464646464
strafe,strafe,Der Richter strafte die Jugendlichen für ihren schlechten Verhalten im Schneemast.,The judge punished the youth for their bad behavior in the snowmast.,The judge punished the juveniles for their bad behavior in the snowstorm.,Penalty,loan,0.5923033072023252,0.8300000000000002
agree,erlauben,"Der Hund erlaubte es, ins Wald zu gehen.",The dog allowed to go to the forest.,The dog allowed one to go into the woods.,Allow,synonym,0.2136435031981171,0.6310013717421126
Hasty,Ausschlag,"Der Nationalsozialist entschied sich, die Juden aus dem Leben zu entfernen, indem er sie mit scharfen Messern ""ausgeschlagen"" anstellte.","The National Socialist decided to remove the Jews from life by ""putting out"" them with sharp knives.",The National Socialist decided to get rid of Jews by stabbing them with sharp knives 'out of anger'.,Rash,synonym,0.32365795029773287,0.5482456140350876
debrecziner,Scheurer,"Der Scheurer sagte, dass er seine Mutter niemals wiedersehen würde.",The Scheurer said that he would never see his mother again.,The inquisitive one said that he would never see his mother again.,Sheurer,random,0.7539221180326287,0.8972972972972975
Schmehl,Schmehl,"Der Mann trug seine alten Schuhe zum Kaffeehaus, um sich noch eine Tasse Schmehl zu holen.",The man wore his old shoes to the coffee house to get another cup of flour.,The man went to the coffee shop to get another cup of cream.,Flour and meal,loan,0.32297636693568454,0.628343949044586
gulasch,Herren,"Der Herr saß am Tisch und überlegte, was er sagen wollte.",The gentleman sat at the table and thought about what he wanted to say.,The governor sat at the table and thought about what he wanted to say.,Men's,random,0.8666415730847506,0.9268808114961962
Misfortune,Elend,"Der Elend ist ein Teil unseres Lebens, den wir jeden Tag überwinden müssen.",The misery is a part of our lives that we have to overcome every day.,"Der Elend ist ein Teil unseres Lebens, den wir jeden Tag überwinden müssen.",Misery,synonym,0.02458476536482737,0.0
App,Jupp,Der Jupp flog über den Teich.,The Jupp flew over the pond.,The jupiter flew over the lake.,Jupp,hard_negative,0.2777619034011791,0.625
Heroism,Eifer,"Der Spieler weint leise vor dem Tor, weil er Eifer für den Sieg hat.",The player cries quietly in front of the goal because he has zeal for victory.,The player cries quietly in front of the goal because he has a strong desire for victory.,Zeal,synonym,0.7160350546947919,0.9197099892588614
Borchard,pervers,"Der Perversmann ließ die Katze auf dem Baum sitzen, während er am Telefon hing.",The pervert left the cat sitting on the tree while he was hanging on the phone.,The pervers man let the cat sit on the tree while he was on the phone.,Perverse,hard_negative,0.470871306001523,0.8075073964497042
Debase,Erniedrigen,"Der Krieger war erniedrigt, als er den Sieger des Wettkampfes trat.",The warrior was humiliated when he entered the winner of the competition.,The general was humbled as he entered the winner of the competition.,Degradation,synonym,0.5914601686848578,0.7361111111111112
Neumeier,Neumeier,"Der Neumeier hielten das Klassenzimmer auf, während die Schüler um ihn herum lauerten.",The Neumeier stopped the classroom while the students were lurking around him.,The professor stood guard in front of the classroom while students watched him around them.,Neumeier,loan,0.11633270842295028,0.3466576332429991
Quaint,Veraltet,Der alte Auto saß veraltet auf dem Kühlschrank.,The old car was sitting out of date on the fridge.,The old car sat on the refrigerator.,Pasted,synonym,0.1640914928040473,0.5306603773584906
Proud,Egoistisch,"Der Egoistische war bekannt für seine unerbittliche Vorgehensweise, wie er sagte, ""Dass ich derjenige bin, der denkt, dass ich das beste ist.""","The selfish one was known for his relentless approach, as he said, ""That I am the one who thinks I'm the best.""","The Egoistic was known for his relentless approach, as he said, ""That I am the one who thinks that I'm the best.""",Selfish,synonym,0.8280264444284782,0.9075568181818183
Jantz,Jantz,"Der Fußballprofi war ein bekannter Freund von Jantz, einem berühmten Boxer aus Berlin.","The football pro was a well-known friend of Jantz, a famous boxer from Berlin.","The professional footballer was a well-known friend of Jantz, a renowned boxer from Berlin.",Jantz,loan,0.6147881529512643,0.8412698412698414
von Daniken,von Däniken,Der Historiker Rainer von Däniken war bekannt für seine Theorien über menschliche Abstammung aus Afrika.,Historian Rainer von Däniken was known for his theories on human descent from Africa.,The historian Rainer von Däniken was known for his theories about human origin from Africa.,Of Daniken,loan,0.5423782837718302,0.9203071887196274
Milbrath,Milbrath,Der Schauspieler hat an der Filmproduktion von Milbrath beteiligt.,The actor has participated in the film production of Milbrath.,The actor was involved in the production of the film Milbrath.,Milbrath,loan,0.1475117181598202,0.6250000000000001
Momentary,Knapp,"Der Bankdirektor war sehr knapp auf die Anfrage eingeplant, um ein großes Geschäft zu gründen.",The bank director was very close to the request planned to start a big business.,The Bank Director was very tight-lipped about the request in order to establish a big deal.,Short,synonym,0.08767411578311546,0.6410596026490065
Schnabel,Schnabel,Der kleine Schnabel klemmte fest an dem Haken.,The little beak stuck firmly to the hook.,The small beak was stuck tightly to the hook.,Beak,loan,0.30213753973567675,0.6310013717421126
botulin,ganz,Der ganze Park war für die Party gepflegt.,The whole park was well-kept for the party.,The park was thoroughly prepared for the party.,Total,random,0.3688939732334405,0.703125
Buchholz,Buchholz,"Der Bürgermeister sprach von dem neuen Buchholzer Straßenschild.

Translation:

The mayor spoke of the new Buchholzer street sign.",The mayor spoke of the new Buchholzer street sign. Translation: The mayor spoke of the new Buchholzer street sign.,Der Bürgermeister sprach von dem neuen Buchholzer Straßenschild.,Bookwood,loan,0.013373737883952701,0.027932960893854747
Schwarzkopf,Hagemeyer,Der Ingenieur Hagemeyer beschäftigte sich mit der Entwicklung von Maschinen für die Herstellung von Kunststoffen.,The engineer Hagemeyer dealt with the development of machines for the production of plastics.,Der Ingenieur Hagemeyer focused on developing machines for the production of plastics.,Hagemeyer,random,0.41698837886906676,0.5644248188405797
Rational,Intelligent,Der intelligente Hund sah die Katze an und lächelte.,The intelligent dog looked at the cat and smiled.,The intelligent dog smiled at the cat.,Intelligent,synonym,0.28932539430644033,0.5499999999999999
brewing,Brauen,Der Brauen saß am Bankenrand und las ein Buch über Reisen nach Italien.,The brow sat on the bank side and read a book about trips to Italy.,The groom sat near the bar and read a book about traveling to Italy.,Brows,synonym,0.33332626955359884,0.7205058516833988
Encounter,Kampf,Die Kinder kämpften um den Ball auf dem Feld.,The kids were fighting for the ball in the field.,The children fought for the ball on the field.,Fight,synonym,0.24703155123397783,0.78677398989899
Straightforward,Ehrlich,Der Ehrlichmann führte die Partei durch die schwierige Zeit.,The Ehrlichmann led the party through the difficult times.,"The translator's note for the translation of ""Ehrlichmann"" would be:

His leadership led the party through that difficult time.

Please let me know if you'd like further clarification or any adjustments made to the translation.",Honest,synonym,0.07044026160349173,0.5471498944405347
Klapperich,Fassnacht,Wir feiern die Fassnacht am nächsten Sonntag im Hofgarten.,We celebrate the Fassnacht next Sunday in the Hofgarten.,We're celebrating the full moon in the garden on Sunday next week.,Night of barrel,random,0.08130850857597448,0.5495818399044207
Great,Strahlend,Der Strahlend Sonnenuntergang war ein unvergesslicher Abend in Berlin.,The radiant sunset was an unforgettable evening in Berlin.,The sun's streak of light across the sky was a unforgettable evening in Berlin.,Radiant,synonym,0.2676032275663791,0.5921052631578948
Dobler,Dobler,"Der Dobler ist ein bekannter deutscher Automobilhersteller, der seit 1908 in Berlin ansteht.","The Dobler is a well-known German automobile manufacturer, which has been in Berlin since 1908.","The Dobler is a well-known German automobile manufacturer, founded in Berlin since 1908.",Dobler,loan,0.700418991088418,0.808933933933934
Kammerer,Rathskeller,Der Rathskeller war voller leckeren Kuchen und Bier.,The Rathskeller was full of delicious cakes and beer.,The dining hall was full of delicious cakes and beer.,Rathskeller,random,0.6989307622784945,0.8722527472527472
Unlucky,Schädlich,Die Nachricht über die neue Biozene war sehr schädlich.,The news about the new biocene was very harmful.,The new biozene news was very harmful.,Harmful,synonym,0.309678733158773,0.6392045454545455
Alig,Alig,"Der Alig war ein großartiger Hund, der in meinem Garten lebte.",The Alig was a great dog who lived in my garden.,The dog was a great one that lived in my garden.,Alig,loan,0.44833867003844574,0.782267115600449
Snatch,Besitz,"""Ich habe mein Besitz in der Küche ausgerichtet.""","""I set up my property in the kitchen.""","""I have organized my kitchen space.""",Possession,synonym,0.11949988385687532,0.12820512820512822
tranquil,still,"Wir sitzen hier, noch immer still im Wald.","We're sitting here, still quiet in the woods.","We are sitting here, still in the woods.",Quiet,synonym,0.5253819788848316,0.7361111111111112
Katzenklavier,Konzentration,"""Ich konzentriere mich auf die Musik.""","""I'm focusing on the music.""","""I'm focused on music.""",Concentration,hard_negative,0.2789001430384383,0.7653061224489797
Baumkuchen,Reutzel,Der Käse aus Reutzel ist sehr lecker.,The cheese from Reutzel is very tasty.,"The translation of the sentence is:

""The cheese from Reutel is very tasty.""",Reutzel,random,0.20706193828327601,0.5868421052631579
Jonigkeit,Ordoliberalismus,"Der Politiker versuchte, die Wirtschaftspolitiken zu liberalisieren, was als Ordoliberalismus bekannt war.","The politician tried to liberalize economic policies, which was known as Ordoliberalism.","The politician attempted to liberalize economic policies, which were known as ordoliberalism.",Ordoliberalism,random,0.4428500142691474,0.8220833333333335
Sprachgefühl,Sprachgefühl,"""Er hat das Gefühl, dass die Sprache eine eigene Identität hat.""","""He feels that language has its own identity.""","""He feels that language has its own identity.""",Feelings of speech,loan,1.0000000000000004,0.9990234375
Wiesbaden,Wiesbaden,Der Seelebohrer besuchte Wiesbaden für eine Kurzfristige Urlaub.,The soul drill visited Wiesbaden for a short-term holiday.,The Seelöher visited Wiesbaden for a short-term vacation.,Wiesbaden,loan,0.4344371253135792,0.66167290886392
delight,Freude,"""Sie saß bei uns, während sie die Blumen strich und Freude in ihrem Gesicht sah.""","""She sat with us as she stroked the flowers and saw joy in her face.""",She sat with us while she drew flowers and saw joy on her face.,Joy,synonym,0.3387450351171809,0.5775126356781838
Gaster,Gaster,Der Arzt sah in dem Patienten einen lebhaften Appetit.,The doctor saw a lively appetite in the patient.,The doctor saw a lively appetite in the patient.,Guest,loan,1.0000000000000004,0.9993141289437586
Obringer,Obringer,Der Obringer brachte den Ball zum Tor.,The Obringer brought the ball to the goal.,The translator of the sentence is Joseph Conrad.,OBSERVATIONS,loan,0.06274655310994741,0.125
Schmierer,Sudeten-,Der Sudetenwald ist ein wunderschönes Naturschutzgebiet in Bayern.,The Sudetenwald is a beautiful nature reserve in Bavaria.,The Sudetenwald is a beautiful nature reserve in Bavaria.,Sudeten-,random,1.0000000000000004,0.9993141289437586
Anderle,Anderle,"Der Hund rannte durch den Wald nach Anderle, wo er einen Fisch fand.","The dog ran through the forest to Anderle, where he found a fish.","The dog ran through the forest after Andere, where he found a fish.",Anderle,loan,0.7241577342575831,0.8436109345200256
doppelganger,Doppelgänger,Der Seelenverwandte kehrte nach.,The soul mate returned.,The stranger returned home.,Doppelganger,loan,0.14058533129758727,0.125
Bernskoetter,Bernskötter,"Der Schweizer Bergsteiger Bernskötter steigt aus dem Felsen heraus, um den höchsten Gipfel des Eigerkammes zu erreichen.",The Swiss climber Bernskötter climbs out of the rock to reach the highest peak of the Eigerkamm.,"The Swiss mountain climber Bernhard Kuster ascends from the rock face, in order to reach the highest peak of the Eiger Massif.",Berneskötter,loan,0.3005180557366462,0.673015873015873
Westrum,Westrum,Der Schriftsteller Westrum schrieb über die Rolle der Frau im literarischen Werk des 19. Jahrhunderts.,The writer Westrum wrote about the role of women in the literary work of the 19th century.,The author Westrum wrote about the role of women in the literary work of the 19th century.,Westrum,loan,0.8915993127600096,0.999898229187869
Obsolete,Veraltet,Der alte Auto war veraltet und nicht mehr zu fahren.,The old car was outdated and no longer to drive.,The old car was outdated and no longer to drive.,Pasted,synonym,1.0000000000000004,0.9995
Wittmann,Wittmann,"Der Mann aus Wittmann, der Kiezleute, hat mir das Geld zurückgezahlt.","The man from Wittmann, the Kiez people, paid me back the money.",The man from Wittmann who the city kids owes money back.,Wittmann,loan,0.19635075643117933,0.2652310924369748
Degrade,Verschmutzen,"Der See wurde verschmutzt, weil die Abfälle nicht richtig entsorgt wurden.",The lake was polluted because the waste was not disposed of properly.,"The trash did not get properly disposed of, resulting in pollution of the lake.",Polluting,synonym,0.06917184228205474,0.24590163934426232
Arid,Trocken,Der Ozean ist trocken seit Monaten.,The ocean has been dry for months.,The ocean is dry for months.,Dry,synonym,0.42383656282787785,0.7014492753623188
Winterstein,Winterstein,"Die Winterstein-Felder sind besonders schön im Sommer, aber ich liebe es am besten im Frühjahr.","The Winterstein fields are particularly beautiful in summer, but I love it best in spring.","The winterstein-Felder are particularly lovely in summer, but I adore them best in spring.",Winterstein,loan,0.40029167725764736,0.703588662710078
Outstanding,Renommiert,Der Renommierttheater auf der Chinesischen Mauer ist seit Jahrzehnten ein beliebter Treffpunkt für die Berliner Szene.,The renowned theatre on the Chinese Wall has been a popular meeting place for the Berlin scene for decades.,The famous Renowned Theater on the Great Wall is for years a popular meeting point for the Berlin Scene.,Renowned,synonym,0.15071676257541072,0.6044845842416693
kindergarten,Pferderennen,"Die Pferderennen in Hamburg waren ein beliebter Ort, um die Meisterschaft des Dressurpferdes zu feiern.",The horse races in Hamburg were a popular place to celebrate the championship of the dressage horse.,The horses' races in Hamburg were a popular place for the dressage horse's championship to be celebrated.,Horse racing,hard_negative,0.39676621084968905,0.6803513071895425
Urschleim,Urschleim,"Der Arzt sagte: ""Das ist nur Urschleim, er wird bald verschwunden sein.""","The doctor said, ""It's just primordial slime, he'll be gone soon.""","The doctor said, ""That's just mucus, it will be gone soon.""",Original mucus,loan,0.47923658114263973,0.611317254174397
Reifsteck,Neuroth,Der Neuroth-Wissenschaftler studierte die Auswirkungen des Alkohols auf das Gehirn.,The neuroth scientist studied the effects of alcohol on the brain.,The neuroscientist studied the effects of alcohol on the brain.,Neuroth,random,0.7369231628533761,0.8211575489862951
Heinrich,Heinrich,Heinrich saß am Fenster und beobachtete das Wasser auf dem See.,Heinrich sat by the window and watched the water on the lake.,Heinrich sat by the window and observed the water on the lake.,Heinrich,loan,0.7611606003349888,0.9139118457300276
Wisser,Wisser,"Der wisser Richter sprach die Verurteilung vor, als er das Urteil für das kleine Waisenkind ausgesprochen hat.",The wise judge proposed the sentence when he pronounced the sentence for the little orphan.,The wise judge spoke out the verdict as he delivered the ruling for the small orphan child.,Wisser,loan,0.11954726580677509,0.46206825657894735
Rohlf,Rohlf,"Der kleine Hund rannte los und rief ""Rohlf!"" dabei seinen Vater her.","The little dog ran and shouted ""Rohlf!"" to his father.","The small dog ran out and shouted ""Rohlf"" while calling his father.",Crude,loan,0.2788241097922203,0.6222488995598239
Beutel,Beutel,Der kleine Hund fängt einen kleinen Ball in einem großen Beutel auf dem Tisch.,The little dog catches a small ball in a large bag on the table.,The little dog catches a small ball in a large basket on the table.,Bag,loan,0.8003203203845001,0.9268808114961962
Schlitt,mitgehen,"""Ich helfe meiner Schwester bei der Organisation des Festivals.""","""I'm helping my sister organize the festival.""","""I am helping my sister with festival organization.""",go with you,random,0.19081654556856684,0.41471048513302033
Reveal,Anerkennen,"""Ich akzeptiere deine Anerkennung für deinen Eintrag auf den Karten.""","""I accept your recognition for your entry on the cards.""","""I accept your acknowledgment of your entry on the cards.""",Recognize,synonym,0.6703420896351792,0.7937500000000002
Bismarck,Bismarck,"Der Bismarck legte seine Kugel in die Luft, um sie über das Elbe zu werfen.",The Bismarck put his bullet in the air to throw it over the Elbe.,The king threw his ball into the air and dropped it over the Elbe.,Bismarck,loan,0.30130404892785684,0.6146384479717814
Luthi,Lüthi,Der Lüthi von der anderen Seite des Platzes stieß auf ihn herum.,The Lüthi from the other side of the square came across him.,The bridgekeeper from across the square stumbled towards him.,Lüthi,loan,0.10112616398790836,0.36443494776828117
Lossing,Lossing,"Der Schuhkauf verlor seine Fussgänger, als er auf der Straße Lossing ließ.",The shoe shop lost its pedestrians when he left Lossing on the street.,"The man shoe shop lost its pedestrians, as it lay on the street lossing.",Lossing,loan,0.3237722713145643,0.5133198317494937
Dangerous,Kritisch,Der Politiker ist sehr kritisch über die Entscheidung des Regierungspräsidenten.,The politician is very critical of the decision of the Prime Minister.,Der Politiker ist sehr kritisch über die Entscheidung des Regierungspräsidenten.,Critical,synonym,0.03124719790499494,0.0
Appelhans,Appelhans,Der Apfelhändler verkauft frische Bananen auf der Straße.,The apple dealer sells fresh bananas on the street.,The merchant sells fresh bananas on the street.,Appelhans,loan,0.6716877364745231,0.7773446457234581
Reider,Psychoid,Der Psychoid saß am Fenster und las die Zeitung.,The psychoid sat by the window and read the newspaper.,The cat sat on the window and read the newspaper.,Psychoid,random,0.607679580813769,0.7789062500000001
Weygandt,Weygandt,Der Weygandt fuhr durch die Wälder.,The Weygandt drove through the woods.,The forest was traversed by Weygandt.,Weygandt,loan,0.08643019616048525,0.08333333333333333
inhumane,unmenschlich,"Der Ungerechtigkeit war unglaublich unmenschlich, und sie musste sich in der ganzen Stadt verteidigen.","The injustice was incredibly inhumane, and she had to defend herself throughout the city.","The injustice was unbelievable and inhuman, and she had to defend herself throughout the city.",Inhumane,synonym,0.6964705665515706,0.8490937746256895
Roggenbuck,Lindenbaum,"Der Künstler trifft auf den alten Landschaftsgaleristen Lindenbaum, der ihn zu einem Gemälde anreizt.","The artist meets the old landscape gallery owner Lindenbaum, who tempts him to a painting.","The artist meets the old landscape painter Lindenbaum, who inspires him to create a painting.",Lime tree,random,0.4583034067124108,0.7851851851851853
Hinnenkamp,Hinnenkamp,"Die Familie besuchte die Hinnenkamp-Schule, wo sie sich unterhielten und gemeinsam zum Mittagessen gingen.","The family attended the Hennenkamp School, where they talked and went to lunch together.","The family visited the Hinnenkamp School, where they talked and together went for lunch.",Hinnenkamp,loan,0.38260294162784475,0.6146384479717814
Sydow,Sydow,"Der Arzt erklärte, dass der Patient mit einer schweren Entzündung des Herzens leidet, und Dr. Sydow rief sofort ein Team von Leuten zusammen, um eine geplante Operation durchzuführen.","The doctor explained that the patient suffers from severe heart inflammation, and Dr. Sydow immediately called a team of people to perform a planned surgery.","Der Arzt erklärte, dass der Patient mit einer schweren Entzündung des Herzens leidet, und Dr. Sydow rief sofort ein Team von Leuten zusammen, um eine geplante Operation durchzuführen.",Sydow,loan,0.04750133160738244,0.1247529644268775
Domeier,Harl,"Der Harlekin, ein kleiner, mutiger Adler, landete für die Saison in unserem Garten.","The Harlequin, a small, brave eagle, landed in our garden for the season.",The little brave eagle landed for the season in our garden.,Harl,random,0.17196122414741843,0.4472257653061224
Saarbrücken,Austerlitz,"Der General von Austerlitz saß im Schloss bei den Habsburger und schaute zu den Ungläubigen an, die sich um ihn herum küssten.",The General of Austerlitz sat in the castle near the Habsburgs and looked at the infidels who kissed around him.,The General von Austerlitz sat in the castle beside the Habsburgs and gazed at the unbelievers surrounding him.,Austerlitz,random,0.2904030490577204,0.6378877532723687
hochwohlgeboren,hochwohlgeboren,"Der Sohn war hochwohlgeboren, mit einer Stimmung, die auf den ersten Blick sehr selbstsicher und frei erschien, aber tief in einem tiefen Gefühl von Verantwortung und Engagement erheblich verbunden war.","The son was born highly well-being, with a mood that seemed at first glance very confident and free, but deeply connected in a deep sense of responsibility and commitment.","The son was high-born, with a mood that seemed very self-assured and free at first glance, but deeply connected to a profound sense of responsibility and commitment.",Very well-begotten,loan,0.46255998185869046,0.7090104560342655
